Trading_code    News Title   News   Post Date
........................................................................................................................EXCH  ////// DSENEWS: Awareness Message for Investors  ////// (Continuation of DSE News): If anyone spreads information based on rumor, using patent of DSE, he/she will be held liable under Copyright Act, 2000 and it shall be treated as punishable offence under Section-17 of the Securities and Exchange Ordinance, 1969. (end)  /////// 2022-05-31
........................................................................................................................EXCH  ////// DSENEWS: Awareness Message for Investors  ////// DSE does not publish market data through any social media pages. INVESTORS should not rely on any information from an unauthorized source such as Facebook, WhatsApp, Viber, Linkedin etc. (cont.)  /////// 2022-05-31
........................................................................................................................REGL  ////// BSEC NEWS: Awareness Message for Investors  ////// (Continuation of BSEC News - Awareness Message for Investors) 3. Do not pay any heed to rumors at the time of trading shares; it may cause loss to you. Even spreading rumor is legally prohibited. (Ref.: SEC letter no. SEC/SRMIC/2010/726 dated November 23, 2010). (end)  /////// 2022-05-31
........................................................................................................................REGL  ////// BSEC NEWS: Awareness Message for Investors  ////// Investors are requested to consider the following facts at the time of making investment decision in the Capital Market: 1. Without acquiring proper knowledge, information and experience regarding different aspects and matters of Capital Market, one should not invest in the Capital Market. 2. The gain or loss, whichever comes from the investment, it belongs to you. So, well - thought of investment decision based on knowledge and fundamentals of the securities may be real assistance to you. (cont.)  /////// 2022-05-31
........................................................................................................................EXCH  ////// DSENEWS: Greetings Message  ////// Honorable Investors, Good morning! Please make your investment decision based on Company fundamentals, technical analysis, price level and disclosed information. Avoid rumor-based speculations.  /////// 2022-05-31
........................................................................................................................NITOLINS  ////// NITOLINS: Dividend Disbursement  ////// The Company has informed that it has disbursed the cash dividend for the year ended December 31, 2021 to the respective shareholders.  /////// 2022-05-30
........................................................................................................................EXCH  ////// DSENEWS: Daily Turnover  ////// Today's (30.05.2022) Total Trades: 169030; Volume: 237486285 and Turnover: Tk. 8364.017 million.  /////// 2022-05-30
........................................................................................................................MARICO  ////// MARICO: Board Meeting regarding Interim Dividend Declaration  ////// The Company has informed that a meeting of the Board of Directors will be held on June 02, 2022 at 4:30 PM to consider, among others, interim dividend declaration.  /////// 2022-05-30
........................................................................................................................EXCH  ////// DSENEWS: DSE Training News  ////// (Continuation of DSENEWS): Queries in this regard may be directed to the Academy at +8809666702070, Ext. nos. 1342, 1344, Cell no - 01709656743 or email at training@dse.com.bd or logon to www.dsebd.org/securities-market-rules-regulation.php. (end)  /////// 2022-05-30
........................................................................................................................EXCH  ////// DSENEWS: DSE Training News  ////// Training Program on "Securities Market Rules and Regulations": The program will be held from 12 June, 2022 to 27 June, 2022, at 3:00 pm to 5:00 pm. For registration and information, contact to DSE Training Academy, DSE Tower (level-13), Plot No-46, Road No-21, Nikunja-02, Dhaka-1229 with a fee of BDT. 9,000/- (Nine thousand taka) only (excluding-all taxes). (cont.)  /////// 2022-05-30
........................................................................................................................PROVATIINS  ////// PROVATIINS: Resumption after record date  ////// Trading of the shares of the company will resume on 31.05.2022 after record date.  /////// 2022-05-30
........................................................................................................................GLOBALINS  ////// GLOBALINS: Resumption after record date  ////// Trading of the shares of the company will resume on 31.05.2022 after record date.  /////// 2022-05-30
........................................................................................................................EASTERNINS  ////// EASTERNINS: Resumption after record date  ////// Trading of the shares of the company will resume on 31.05.2022 after record date.  /////// 2022-05-30
........................................................................................................................UNIONBANK  ////// UNIONBANK : Resumption after record date  ////// Trading of the shares of the company will resume on 31.05.2022 after record date.  /////// 2022-05-30
........................................................................................................................ISLAMICFIN  ////// ISLAMICFIN: Suspension for Record date  ////// Trading of the shares of the company will remain suspended on record date i.e. 31.05.2022.  /////// 2022-05-30
........................................................................................................................SIBL  ////// SIBL: Suspension for Record date  ////// Trading of the shares of the company will remain suspended on record date i.e. 31.05.2022.  /////// 2022-05-30
........................................................................................................................BEXGSUKUK  ////// BEXGSUKUK: Trustee Meeting  ////// The Trustee of BEXIMCO Green Sukuk Al Istisna'a has informed that a meeting of the Trustee of the Sukuk will be held on June 02, 2022 at 03:30 PM to consider, among others, Half Yearly Periodic Payment and Record Date for the said Payment of the Sukuk period ending on June 22, 2022.  /////// 2022-05-30
........................................................................................................................HEIDELBCEM  ////// HEIDELBCEM: Suspension for Record date  ////// Trading of the shares of the company will remain suspended on record date i.e. 31.05.2022.  /////// 2022-05-30
........................................................................................................................TAKAFULINS  ////// TAKAFULINS: Suspension for Record date  ////// Trading of the shares of the company will remain suspended on record date i.e. 31.05.2022.  /////// 2022-05-30
........................................................................................................................STANDBANKL  ////// STANDBANKL: Spot News  ////// Trading of the shares of the company will be allowed only in the Spot Market and Block transaction will also be settled as per spot settlement cycle with cum benefit from 31.05.2022 to 01.06.2022 and trading of the shares will remain suspended on record date i.e, 02.06.2022.  /////// 2022-05-30
........................................................................................................................SHAHJABANK  ////// SHAHJABANK: Dividend Disbursement  ////// The Company has informed that it has credited the Bonus shares for the year ended December 31, 2021 to the respective shareholders' BO Accounts and it has also disbursed the cash dividend to the respective shareholders.  /////// 2022-05-30
........................................................................................................................BDTHAIFOOD  ////// BDTHAIFOOD: Revised EPS for July 2021-March 2022  ////// (Q3 Un-audited): Refer to their earlier news disseminated by DSE on 05.05.2022 regarding Q3 Financials, the Company has further informed that EPS for the period from July 2021-March 2022 would be Tk. 0.59 instead of Tk. 0.51. Other information of the earlier disclosure will remain unchanged.  /////// 2022-05-30
........................................................................................................................BRACBANK  ////// BRACBANK: Dividend Disbursement  ////// The Company has informed that it has disbursed the cash dividend for the year ended December 31, 2021 to the respective shareholders.  /////// 2022-05-30
........................................................................................................................SONALIANSH  ////// SONALIANSH: Credit Rating Result  ////// National Credit Ratings Limited (NCR) has announced the surveillance entity rating of the Company as "A+" in the long term and "ST-3" in the short term along with a Stable outlook based on audited financial statements of the Company as on June 30, 2021.  /////// 2022-05-30
........................................................................................................................GP  ////// GP: Dividend Disbursement  ////// The Company has informed that it has disbursed the cash dividend for the year ended December 31, 2021 to the respective shareholders.  /////// 2022-05-30
........................................................................................................................RAKCERAMIC  ////// RAKCERAMIC: Resumption of operations of plants  ////// Referring to the earlier news of the Company disseminated by DSE on 16.05.2022 regarding Decision to stop Power supply for few days, the Company has further announced the resumption of operations in said tiles Plants sand Sanitary ware production lines.  /////// 2022-05-30
........................................................................................................................PADMALIFE  ////// PADMALIFE: Q1 Financials  ////// (Q1 Un-audited): Increase in life revenue account for Jan-Mar, 2022 was Tk. 7.08 million with total life insurance fund of Tk. 131.71 million as against increase in life revenue account of Tk. 10.12 million and Tk. 141.52 million respectively for the same period of the previous year.  /////// 2022-05-30
........................................................................................................................ISLAMIINS  ////// ISLAMIINS: Q1 Financials  ////// (Q1 Un-audited): EPS was Tk. 0.71 for January-March 2022 as against Tk. 0.63 for January-March 2021. NOCFPS was Tk. 1.48 for January-March 2022 as against Tk. 1.64 for January-March 2021. NAV per share was Tk. 18.16 as on March 31, 2022 and Tk. 17.51 as on December 31, 2021.  /////// 2022-05-30
........................................................................................................................ISLAMIINS  ////// ISLAMIINS: Price Limit Open  ////// There will be no price limit on the trading of the shares of the Company today (30.05.2022) following its corporate declaration.  /////// 2022-05-30
........................................................................................................................ISLAMIINS  ////// ISLAMIINS: Dividend Declaration  ////// The Board of Directors has recommended 12.50 % cash dividend for the year ended December 31, 2021. Date of AGM: 06.08.2022, Time: 11:00 AM, Venue: To be notified later on. Record Date: 20.06.2022. The Company has also reported EPS of Tk. 3.11, NAV per share of Tk. 17.51 and NOCFPS of Tk. 6.31 for the year ended December 31, 2021 as against Tk. 1.98, Tk. 14.45 and Tk. 5.01 respectively for the same period of the previous year.  /////// 2022-05-30
........................................................................................................................BXSYNTH  ////// BXSYNTH: Revised Offer Period of Beximco Synthetics Ltd.  ////// (Continuation news of BXSYNTH): The Shareholders, who have not yet submitted their offer Acceptance Form along with other necessary papers/documents to DSE & CSE within 28th April, 2022 to avail the said opportunity, are requested to submit their necessary papers/documents to DSE & CSE by May 30, 2022. (end)  /////// 2022-05-30
........................................................................................................................BXSYNTH  ////// BXSYNTH: Revised Offer Period of Beximco Synthetics Ltd.  ////// Notice to the shareholders of Beximco Synthetics Ltd.: This is for information of all valued Shareholders of Beximco Synthetics Limited that the Offer Period for Exist Plan opportunity on delisting of 55,778,623 ordinary shares of Tk.10/- each of Beximco Synthetics Limited from Dhaka Stock Exchange Limited (DSE) & Chittagong Stock Exchange Limited (CSE) is hereby extended from 28th April, 2022 to 30th May, 2022. (con.)  /////// 2022-05-30
........................................................................................................................EXCH  ////// DSENEWS: No Registration is required for QI for trading in the secondary market  ////// (Continuation of DSENEWS): information (KYC) is preserved by them. 3. For further checking as to eligibility of QI's order, the trade data may be verified at the time of clearing and settlement through Clearing and Settlement (CNS) software of stock exchanges and stock exchanges will make a report (with warning to DPs) after trade hours based CNS's data and submit it to the Commission. (end)  /////// 2022-05-30
........................................................................................................................EXCH  ////// DSENEWS: No Registration is required for QI for trading in the secondary market  ////// (Continuation of DSENEWS): and accordingly Exchanges will ensure their trading facilities in the secondary platform. 2. At the time of accepting any buy or sell order for shares listed in SME platform, the respective DPs/brokerage houses will ensure the eligibility of Qualified Investors based on their available data in back-office software or OMS. Confirmation of QI is more preferable to implement at BROKER end through Order Management System (OMS) or back office system as investors' primary (cont. 3)  /////// 2022-05-30
........................................................................................................................EXCH  ////// DSENEWS: No Registration is required for QI for trading in the secondary market  ////// (Continuation of DSENEWS): through Electronic Subscription System (ESS) of the Exchanges based on data and information provided by CDBL and DP, without fees as per the latest issued Commission's Notification. However, the Qualified Investors for trading in the secondary market do not require registration in ESS further. The Central Depository Bangladesh Limited (CDBL) or Depository Participants (DP) will provide the list of the Qualified Investors on quarterly basis to the Exchanges (cont. 2)  /////// 2022-05-30
........................................................................................................................EXCH  ////// DSENEWS: No Registration is required for QI for trading in the secondary market  ////// No Registration is required for Qualified Investors (QIs) for trading in the secondary market: For the betterment of Small Capital Platform and to implement the BSEC notification no. BSEC/SRMIC/2021-206/69 dated February 17, 2022 regarding Qualified Investors of Small Capital Platform, BSEC has taken the following decisions: 1. In addition to existing registration process for the Qualified Investors (Qls) for applying the primary shares, the stock exchanges will register automatically (cont.1)  /////// 2022-05-30
........................................................................................................................EXCH  ////// DSENEWS: Compliances and Awareness for Alert to Covid - 19  ////// (continuation news of DSENEWS): (6) Arrangement of hand sanitizer every time to enter office premise (employees, clients and visitors), (7) Arrangement of mask to provide to employees and clients in the brokerage house, (8) Discourage visitors to enter into the office, (9) Arrangement of virtual office for part of employees on rotation basis and (10) Avoid face to face meetings in the office and encourage telephone/video conference among the employees and clients. (end)  /////// 2022-05-30
........................................................................................................................EXCH  ////// DSENEWS: Compliances and Awareness for Alert to Covid - 19  ////// DSENEWS: All concerned are hereby informed that (1) Discourage clients for rushing in the brokerage house and encourage more for trading through mobile apps and other internet based devices, (2) No hand shake, (3) No hugging; (4) Maintain reasonable social distance (at least one meter), (4) Identifying employees and clients who is coughing or sneezing or with any suspicious symptoms, (5) Avoid touching eyes, nose, ears and mouth, (cont.)  /////// 2022-05-30
........................................................................................................................EXCH  ////// DSENEWS: Awareness message  ////// DSENEWS: All Stock Dealers, Stock Brokers and Authorized Representatives are asked to strictly follow the code of conduct as enumerated in the Second Schedule to the Securities and Exchange Commission (Stock Dealer, Stock Broker and Authorized Representative) Rules, 2000.  /////// 2022-05-30
........................................................................................................................EXCH  ////// DSENEWS: Awareness Message for Investors  ////// (Continuation of DSE News): If anyone spreads information based on rumor, using patent of DSE, he/she will be held liable under Copyright Act, 2000 and it shall be treated as punishable offence under Section-17 of the Securities and Exchange Ordinance, 1969. (end)  /////// 2022-05-30
........................................................................................................................EXCH  ////// DSENEWS: Awareness Message for Investors  ////// DSE does not publish market data through any social media pages. INVESTORS should not rely on any information from an unauthorized source such as Facebook, WhatsApp, Viber, Linkedin etc. (cont.)  /////// 2022-05-30
........................................................................................................................REGL  ////// BSEC NEWS: Awareness Message for Investors  ////// (Continuation of BSEC News - Awareness Message for Investors) 3. Do not pay any heed to rumors at the time of trading shares; it may cause loss to you. Even spreading rumor is legally prohibited. (Ref.: SEC letter no. SEC/SRMIC/2010/726 dated November 23, 2010). (end)  /////// 2022-05-30
........................................................................................................................REGL  ////// BSEC NEWS: Awareness Message for Investors  ////// Investors are requested to consider the following facts at the time of making investment decision in the Capital Market: 1. Without acquiring proper knowledge, information and experience regarding different aspects and matters of Capital Market, one should not invest in the Capital Market. 2. The gain or loss, whichever comes from the investment, it belongs to you. So, well - thought of investment decision based on knowledge and fundamentals of the securities may be real assistance to you. (cont.)  /////// 2022-05-30
........................................................................................................................EXCH  ////// DSENEWS: Greetings Message  ////// Honorable Investors, Good morning! Please make your investment decision based on Company fundamentals, technical analysis, price level and disclosed information. Avoid rumor-based speculations.  /////// 2022-05-30
........................................................................................................................EXCH  ////// DSENEWS: Daily Turnover  ////// Today's (29.05.2022) Total Trades: 159,771; Volume: 211,898,643 and Turnover: Tk. 8,336.186 million.  /////// 2022-05-29
........................................................................................................................NRBCBANK  ////// NRBCBANK: Buy Confirmation of Sponsor  ////// Mr. Nizam M Meah, one of the Sponsors of the company, has further informed that he has completed his buying of 13,00,000 shares of the company at prevailing market price through Dhaka Stock Exchange as per declaration disseminated on 19.05.2022.  /////// 2022-05-29
........................................................................................................................SBACBANK  ////// SBACBANK: Resumption after record date  ////// Trading of the shares of the company will resume on 30.05.2022 after record date.  /////// 2022-05-29
........................................................................................................................UNIONCAP  ////// UNIONCAP: Resumption after record date  ////// Trading of the shares of the company will resume on 30.05.2022 after record date.  /////// 2022-05-29
........................................................................................................................FEDERALINS  ////// FEDERALINS: Resumption after record date  ////// Trading of the shares of the company will resume on 30.05.2022 after record date.  /////// 2022-05-29
........................................................................................................................PADMALIFE  ////// PADMALIFE: Resumption after record date  ////// Trading of the shares of the company will resume on 30.05.2022 after record date.  /////// 2022-05-29
........................................................................................................................PROVATIINS  ////// PROVATIINS: Suspension for Record date  ////// Trading of the shares of the company will remain suspended on record date i.e. 30.05.2022.  /////// 2022-05-29
........................................................................................................................GLOBALINS  ////// GLOBALINS : Suspension for Record date  ////// Trading of the shares of the company will remain suspended on record date i.e. 30.05.2022.  /////// 2022-05-29
........................................................................................................................EASTERNINS  ////// EASTERNINS: Suspension for Record date  ////// Trading of the shares of the company will remain suspended on record date i.e. 30.05.2022.  /////// 2022-05-29
........................................................................................................................UNIONBANK  ////// UNIONBANK: Suspension for Record date  ////// Trading of the shares of the company will remain suspended on record date i.e. 30.05.2022.  /////// 2022-05-29
........................................................................................................................PENINSULA  ////// PENINSULA: Spot for EGM  ////// Trading of the shares of the company will be allowed only in the Spot Market and Block transaction will also be settled as per spot settlement cycle from 30.05.2022 to 31.05.2022 and trading of the shares will remain suspended on record date i.e, 01.06.2022 for EGM.  /////// 2022-05-29
........................................................................................................................DGIC  ////// DGIC: Spot News  ////// Trading of the shares of the company will be allowed only in the Spot Market and Block transaction will also be settled as per spot settlement cycle with cum benefit from 30.05.2022 to 31.05.2022 and trading of the shares will remain suspended on record date i.e, 01.06.2022.  /////// 2022-05-29
........................................................................................................................IFIC  ////// IFIC: Dividend Disbursement  ////// The Company has informed that it has credited the Bonus shares for the year ended December 31, 2021 to the respective shareholders' BO Accounts on May 29, 2022.  /////// 2022-05-29
........................................................................................................................AIL  ////// AIL: BSEC Consent for issuance of Unsecured, Floating Rate, Convertible Bond  ////// (Continuation news of AIL): The fund raised through private placement from different banks, insurance, NBFI, Corporate and high net worth individual shall be used for the purpose of acquisition of a company, to payoff bank liabilities of that acquiree company, purchase of machineries for the acquiree company, working capital finance for the acquirer company, and to bear the expense of issuance of the bond. (end)  /////// 2022-05-29
........................................................................................................................AIL  ////// AIL: BSEC Consent for issuance of Unsecured, Floating Rate, Convertible Bond  ////// (Continuation news of AIL): The conversion rate will be at 10% discount of last 180 trading days weighted average market price of AIL trading at Dhaka Stock Exchange Limited (DSE) prior to conversion date; Prepayment, Call, Refunding, Conversion Features: The issuer has the right to redeem (call) the Bond earlier than maturity @ 0.25% premium. (cont.4)  /////// 2022-05-29
