Trading_code    News Title   News   Post Date
........................................................................................................................NATLIFEINS  ////// NATLIFEINS: Credit Rating Result  ////// Credit Rating Agency of Bangladesh Limited (CRAB) has announced the rating of the Company as "AAA" in the long term along with a Stable outlook based on audited financial statements of the Company as of December 31, 2021 and other relevant quantitative as well as qualitative information up to the date of rating declaration.  /////// 2022-08-31
........................................................................................................................UNIONINS  ////// UNIONINS: Credit Rating Result  ////// WASO Credit Rating Company (BD) Ltd. (WCRCL) has announced the surveillance rating of the Company as "AA2" for long term and "ST-2" for short term along with a Stable outlook based on latest audited financial statements of the Company for FY2021 and other relevant qualitative and quantitative up to the date of rating issuance.  /////// 2022-08-31
........................................................................................................................MERCANBANK  ////// MERCANBANK: Sale Confirmation of a Sponsor  ////// Mr. A.K.M Shaheed Reza, one of the Sponsors of the Company, has further informed that he has completed his sale of 6,00,000 shares of the Company at prevailing market price through Dhaka Stock Exchange as per declaration disseminated on 28.08.2022.  /////// 2022-08-31
........................................................................................................................APEXFOODS  ////// APEXFOODS: Query Response  ////// In response to a DSE query dated August 30, 2022, the Company has informed that there is no undisclosed price sensitive information of the Company for recent unusual price hike and increase in volume of shares.  /////// 2022-08-31
........................................................................................................................INTRACO  ////// INTRACO: Query Response  ////// In response to a DSE query dated August 30, 2022, the Company has informed that there is no undisclosed price sensitive information of the Company for recent unusual price hike and increase in volume of shares.  /////// 2022-08-31
........................................................................................................................EXCH  ////// DSENEWS: Transfer of securities of Beximco Synthetics Limited held by GI  ////// (Continuation of DSENEWS): With reference to the BSEC letter No. BSEC/SRMIC/174/2020/342 dated August 16, 2022, TREC Holders and Merchant Bankers who have not yet applied, are requested to accept the offer and apply to the stock exchanges on behalf of margin clients for onward adjustment of margin liabilities. Necessary payments to the designated bank account of BO will take place through BEFTN shortly. (end)  /////// 2022-08-31
........................................................................................................................EXCH  ////// DSENEWS: Transfer of securities of Beximco Synthetics Limited held by GI  ////// Transfer of securities of Beximco Synthetics Limited held by general investors to the stock exchanges under exit plan offer and others: This is to notify to all TREC Holder of DSE, CSE and Merchant Bankers that securities, held by the general investors who have accepted the offer to surrender the holdings under exit plan offer of Beximco Synthetics Limited, will be transferred to the BO account of stock exchange outside the trading system through CDBL. (cont.)  /////// 2022-08-31
........................................................................................................................EXCH  ////// DSENEWS: DSE Training News  ////// (Continuation of DSENEWS): Queries in this regard may be directed to the Academy at +8809666702070, Ext. nos. 1342, 1344, Cell no - 01700707562 or email at training@dse.com.bd. (end)  /////// 2022-08-31
........................................................................................................................EXCH  ////// DSENEWS: DSE Training News  ////// Training Program on "Asset Management: Mutual Funds/Collective Investment Scheme": Due to unavoidable circumstances, the program has been rescheduled to be held on September 12 to 14, 2022 at 2:30 pm to 5:00 pm instead of August 23 to 25, 2022. For registration and information, contact to DSE Training Academy, DSE Tower (level -13), Plot No - 46, Road No - 21, Nikunja - 02, Dhaka - 1229 with a fee of BDT. 3,000/- (three thousand taka) only (excluding-all Taxes). (cont.)  /////// 2022-08-31
........................................................................................................................EXCH  ////// DSENEWS: Commencement of ES of Navana Pharmaceuticals Limited by GP through ESS  ////// (Continuation of DSENEWS): from their consolidated customers' account based on total submitted application. Exchanges shall send the list of BO accounts who have applied in the IPO to the CDBL and CDBL shall verify the list of BO accounts provided by the Exchanges regarding investment of general applicants in listed securities. Please visit the following website for subscription related updates: https://www.essbangladesh.com. (end)  /////// 2022-08-31
........................................................................................................................EXCH  ////// DSENEWS: Commencement of ES of Navana Pharmaceuticals Limited by GP through ESS  ////// (Continuation of DSENEWS): The registered TREC Holders/ merchant bankers have to upload the IPO application file of General Public in the Electronic Subscription System (ESS) from 10:00 AM of September 20, 2022 to 5:30 PM of September 22, 2022 and make the full payment to DSE through Mercantile Bank Limited (A/C Name: Dhaka Stock Exchange Limited, A/C No.: 135413134079404) from September 20, 2022 to 2:00 PM of September 22, 2022 (during banking hour) (cont.3)  /////// 2022-08-31
........................................................................................................................EXCH  ////// DSENEWS: Commencement of ES of Navana Pharmaceuticals Limited by GP through ESS  ////// (Continuation of DSENEWS): (day-end) in matured listed securities at market price (between the close price of both Exchanges whichever is higher) which is in accordance with the BSEC consent letter to Navana Pharmaceuticals Limited (Ref: BSEC/CI/IPO-323/2022/853, dated June 19, 2022). Minimum and maximum amount allowed for subscription for General Public would be BDT 10,000 (ten thousand only). (cont.2)  /////// 2022-08-31
........................................................................................................................EXCH  ////// DSENEWS: Commencement of ES of Navana Pharmaceuticals Limited by GP through ESS  ////// Commencement of electronic subscription of Navana Pharmaceuticals Limited by General Public through Electronic Subscription System: The subscription for shares of Navana Pharmaceuticals Limited will be started from September 13, 2022 and continued till September 19, 2022. Minimum required investment for Resident Bangladeshi (RB) will be BDT 50,000 (fifty thousand only) and for Non-Resident Bangladeshi (NRB) will be BDT 100,000 (one lakh only) as on September 5, 2022 (cont.1)  /////// 2022-08-31
........................................................................................................................EXCH  ////// DSENEWS: Compliances and Awareness for Alert to Covid - 19  ////// (continuation news of DSENEWS): (6) Arrangement of hand sanitizer every time to enter office premise (employees, clients and visitors), (7) Arrangement of mask to provide to employees and clients in the brokerage house, (8) Discourage visitors to enter into the office, (9) Arrangement of virtual office for part of employees on rotation basis and (10) Avoid face to face meetings in the office and encourage telephone/video conference among the employees and clients. (end)  /////// 2022-08-31
........................................................................................................................EXCH  ////// DSENEWS: Compliances and Awareness for Alert to Covid - 19  ////// DSENEWS: All concerned are hereby informed that (1) Discourage clients for rushing in the brokerage house and encourage more for trading through mobile apps and other internet based devices, (2) No hand shake, (3) No hugging; (4) Maintain reasonable social distance (at least one meter), (4) Identifying employees and clients who is coughing or sneezing or with any suspicious symptoms, (5) Avoid touching eyes, nose, ears and mouth, (cont.)  /////// 2022-08-31
........................................................................................................................EXCH  ////// DSENEWS: Awareness message  ////// DSENEWS: All Stock Dealers, Stock Brokers and Authorized Representatives are asked to strictly follow the code of conduct as enumerated in the Second Schedule to the Securities and Exchange Commission (Stock Dealer, Stock Broker and Authorized Representative) Rules, 2000.  /////// 2022-08-31
........................................................................................................................EXCH  ////// DSENEWS: Awareness Message for Investors  ////// (Continuation of DSE News): If anyone spreads information based on rumor, using patent of DSE, he/she will be held liable under Copyright Act, 2000 and it shall be treated as punishable offence under Section-17 of the Securities and Exchange Ordinance, 1969. (end)  /////// 2022-08-31
........................................................................................................................EXCH  ////// DSENEWS: Awareness Message for Investors  ////// DSE does not publish market data through any social media pages. INVESTORS should not rely on any information from an unauthorized source such as Facebook, WhatsApp, Viber, Linkedin etc. (cont.)  /////// 2022-08-31
........................................................................................................................REGL  ////// BSEC NEWS: Awareness Message for Investors  ////// (Continuation of BSEC News - Awareness Message for Investors) 3. Do not pay any heed to rumors at the time of trading shares; it may cause loss to you. Even spreading rumor is legally prohibited. (Ref.: SEC letter no. SEC/SRMIC/2010/726 dated November 23, 2010). (end)  /////// 2022-08-31
........................................................................................................................REGL  ////// BSEC NEWS: Awareness Message for Investors  ////// Investors are requested to consider the following facts at the time of making investment decision in the Capital Market: 1. Without acquiring proper knowledge, information and experience regarding different aspects and matters of Capital Market, one should not invest in the Capital Market. 2. The gain or loss, whichever comes from the investment, it belongs to you. So, well - thought of investment decision based on knowledge and fundamentals of the securities may be real assistance to you. (cont.)  /////// 2022-08-31
........................................................................................................................EXCH  ////// DSENEWS: Greetings Message  ////// Honorable Investors, Good morning! Please make your investment decision based on Company fundamentals, technical analysis, price level and disclosed information. Avoid rumor-based speculations.  /////// 2022-08-31
........................................................................................................................BEACHHATCH  ////// BEACHHATCH: Change of AGM Date (Additional Information)  ////// The company has further informed that the 25th & 26th AGM of the company will also be held on September 28, 2022. Time: 12:15 PM and 2:00 PM respectively through links https://beachhatch25thagm.digitalagmbd.net and https://beachhatch26thagm.digitalagmbd.net respectively.  /////// 2022-08-30
........................................................................................................................EXCH  ////// DSENEWS: Daily Turnover  ////// Today's (30.08.2022) Total Trades: 283,775; Volume: 472,587,240 and Turnover: Tk. 17,693.058 million.  /////// 2022-08-30
........................................................................................................................BEACHHATCH  ////// BEACHHATCH: Change of AGM Date  ////// Refer to their earlier news disseminated by DSE on 01.12.2019, 26.02.2020 and 18.03.2020 regarding holding of AGM, the company has further informed that as per the order of the Hon?ble High Court Division of the Supreme Court of Bangladesh, the 24th AGM of the company will now be held on September 28, 2022 instead of earlier declared date March 29, 2020. Time: 11:00 AM, Venue: Digital Platform through link https://beachhatch24thagm.digitalagmbd.net. Other information will remain unchanged.  /////// 2022-08-30
........................................................................................................................GRAMEENS2  ////// GRAMEENS2: Updating information  ////// (Continuation news of GRAMEENS2): gross dividend receivable, applicable tax rate, net dividend receivable, bank account number, routing number, contact person etc. Unitholder(s) are also required to furnish 12 digit Taxpayer's Identification Number (TIN) for deduction of Tax @10 %. Those who would not provide the 12 digit TIN will be deducted Tax @ 15 %. Therefore, unitholder(s) are requested to submit/update their 12 digit TIN to the office of their respective broker houses before September 06, 2022.(end)  /////// 2022-08-30
........................................................................................................................GRAMEENS2  ////// GRAMEENS2: Updating information  ////// The Fund Manager has requested the concerned Brokerage Houses/Merchant banks and DPs to provide a statement of the margin loan Holders who hold units of the fund on the record date (06 September 2022) on or before September 11, 2022 and a soft copy will send to the email address: hello@aims-bangladesh.com. Any information provided after September 11, 2022 will not be considered. The statement should include unitholder's name, BO ID number, client-wise unitholder's position, (cont.)  /////// 2022-08-30
........................................................................................................................RSRMSTEEL  ////// RSRMSTEEL: Query Response  ////// In response to a DSE query dated August 29, 2022, the Company has informed that there is no undisclosed price sensitive information of the Company for recent unusual price hike and increase in volume of shares.  /////// 2022-08-30
........................................................................................................................RELIANCE1  ////// RELIANCE1: Updating information  ////// (Continuation news of RELIANCE1): gross dividend receivable, applicable tax rate, net dividend receivable, bank account number, routing number, contact person etc. Unitholder(s) are also required to furnish 12 digit Taxpayer's Identification Number (TIN) for deduction of Tax @ 10%. Those who would not provide the 12 digit TIN will be deducted Tax @ 15%. Therefore, unitholder(s) are requested to submit/update their 12 digit TIN to the office of their respective broker houses before September 06, 2022. (end)  /////// 2022-08-30
........................................................................................................................RELIANCE1  ////// RELIANCE1: Updating information  ////// The Fund Manager has requested the concerned Brokerage Houses/DPs to provide a statement of the margin loan Holders who hold units of the fund on the record date (06 September 2022) on or before September 11, 2022 and a soft copy will send to the email address: hello@aims-bangladesh.com. Any information provided after September 11, 2022 will not be considered. The statement should include unitholder's name, BO ID number, client-wise unitholder 's position, (cont.)  /////// 2022-08-30
........................................................................................................................SONALILIFE  ////// SONALILIFE: Suspension for Record date  ////// Trading of the shares of the company will remain suspended on record date i.e., 31.08.2022.  /////// 2022-08-30
........................................................................................................................DBH  ////// DBH: Suspension for Record date  ////// Trading of the shares of the company will remain suspended on record date i.e., 31.08.2022.  /////// 2022-08-30
........................................................................................................................SUNLIFEINS  ////// SUNLIFEINS: Spot News  ////// Trading of the shares of the company will be allowed only in the Spot Market and Block transaction will also be settled as per spot settlement cycle from 31.08.2022 to 01.09.2022 and trading of the shares will remain suspended on record date i.e., 04.09.2022.  /////// 2022-08-30
........................................................................................................................SEMLFBSLGF  ////// SEMLFBSLGF: Spot News  ////// Trading of the units of the Fund will be allowed only in the Spot Market and Block transactions will also be settled as per Spot settlement cycle with cum benefit from 31.08.2022 to 01.09.2022. Trading of the units of the Fund will remain suspended on record date i.e., 04.09.2022.  /////// 2022-08-30
........................................................................................................................SEMLIBBLSF  ////// SEMLIBBLSF: Spot News  ////// Trading of the units of the Fund will be allowed only in the Spot Market and Block transactions will also be settled as per Spot settlement cycle with cum benefit from 31.08.2022 to 01.09.2022. Trading of the units of the Fund will remain suspended on record date i.e., 04.09.2022.  /////// 2022-08-30
........................................................................................................................SEMLLECMF  ////// SEMLLECMF: Spot News  ////// Trading of the units of the Fund will be allowed only in the Spot Market and Block transactions will also be settled as per Spot settlement cycle with cum benefit from 31.08.2022 to 01.09.2022. Trading of the units of the Fund will remain suspended on record date i.e., 04.09.2022.  /////// 2022-08-30
........................................................................................................................WALTONHIL  ////// WALTONHIL: Spot News  ////// Trading of the shares of the company will be allowed only in the Spot Market and Block transaction will also be settled as per spot settlement cycle with cum benefit from 31.08.2022 to 01.09.2022 and trading of the shares will remain suspended on record date i.e., 04.09.2022.  /////// 2022-08-30
........................................................................................................................GSPFINANCE  ////// GSPFINANCE: Spot News  ////// Trading of the shares of the company will be allowed only in the Spot Market and Block transaction will also be settled as per spot settlement cycle with cum benefit from 31.08.2022 to 01.09.2022 and trading of the shares will remain suspended on record date i.e., 04.09.2022.  /////// 2022-08-30
........................................................................................................................SBACBANK  ////// SBACBANK: Sale Declaration of a Sponsor  ////// Referring to the BSEC letter No. BSEC/SRMIC/2021-204/359 dated August 24, 2022, Maksudur Rahman, one of the Sponsors of the Company, has expressed his intention to sell 2,04,90,584 shares out of his holding 2,58,77,739 shares of the company at prevailing market price (in the Block Market) through Dhaka Stock Exchange within next 30 working days.  /////// 2022-08-30
........................................................................................................................EXCH  ////// DSENEWS: Fortnightly Pujibazar  ////// The 276th Edition (August 01-15, 2022) of Fortnightly Pujibazar has been published. Investors and any other interested person may collect copies of the same from DSE Reception or DSE Sales Center at 9/F, Motijheel C/A, Dhaka-1000 respectively or contact at Mob: 01755538482, Ph: 41040189 - 200 Ext - 1167.  /////// 2022-08-30
........................................................................................................................EHL  ////// EHL: Query Response (Repeat)  ////// (Repeat): In response to a DSE query dated August 28, 2022, the Company has informed that there is no undisclosed price sensitive information of the Company for recent unusual price hike and increase in volume of shares.  /////// 2022-08-30
........................................................................................................................ORIONINFU  ////// ORIONINFU: Query Response (Repeat)  ////// (Repeat): In response to a DSE query dated August 25, 2022, the Company has informed that there is no undisclosed price sensitive information of the Company for recent unusual price hike and increase in volume of shares.  /////// 2022-08-30
........................................................................................................................RUPALILIFE  ////// RUPALILIFE: Updating Information  ////// The Company has requested the concerned Brokerage Houses/DPs to provide the statement (both the hard copy and soft copy) with details of their margin loan holders entitled to final dividend 2021 on before September 15, 2022. The statement should include shareholders name, BOID No., client wise shareholding position, contact person etc. The Company has further requested to send the soft copy to the email address: share.rlic@gmail.com and contact this number: 01847133722.  /////// 2022-08-30
........................................................................................................................MERCANBANK  ////// MERCANBANK: Sale Confirmation of a Sponsor  ////// Mr. A.K.M Shaheed Reza, one of the Sponsors of the Company, has further informed that he has completed his sale of 10,00,000 shares of the Company at prevailing market price through Dhaka Stock Exchange as per declaration disseminated on 10.08.2022.  /////// 2022-08-30
........................................................................................................................MERCANBANK  ////// MERCANBANK: Sale Confirmation of a Sponsor  ////// Mrs. Bilkis Begum, one of the Sponsors of the Company, has further informed that she has completed her sale of 7,00,000 shares of the Company at prevailing market price through Dhaka Stock Exchange as per declaration disseminated on 10.08.2022.  /////// 2022-08-30
........................................................................................................................JANATAINS  ////// JANATAINS: Dividend Disbursement  ////// The Company has informed that it has credited the Bonus shares for the year ended December 31, 2021 to the respective shareholders' BO Accounts.  /////// 2022-08-30
........................................................................................................................SONALIPAPR  ////// SONALIPAPR: Commencement of commercial operation of new product line  ////// Referring to the earlier news dated May 24, 2021 regarding decision to add a new product line; the company has further informed that the Board has decided to commence the commercial operation of the new product line i.e. Aluminum Foil Paper Box from August 29, 2022. The company has also informed that on utilization of the maximum production capacity, the approximate production quantity will be 2.80 crore pieces per year and it may generate approximate additional sales revenue of BDT 19.60 core annually.  /////// 2022-08-30
........................................................................................................................GLOBALINS  ////// GLOBALINS: Dividend Disbursement  ////// The Company has informed that it has disbursed the cash dividend for the year ended December 31, 2021 to the respective shareholders.  /////// 2022-08-30
........................................................................................................................RENATA  ////// RENATA: Credit Rating Result  ////// Alpha Credit Rating Limited (AlphaRating) has rated the Company as "AAA" in the long term and "ST-1" in the short term along with a stable outlook based on audited financial statements of the Company up to June 30, 2021 and relevant qualitative information till August 28, 2022.  /////// 2022-08-30
........................................................................................................................EXCH  ////// DSENEWS: Transfer of securities of Beximco Synthetics Limited held by GI  ////// (Continuation of DSENEWS): With reference to the BSEC letter No. BSEC/SRMIC/174/2020/342 dated August 16, 2022, TREC Holders and Merchant Bankers who have not yet applied, are requested to accept the offer and apply to the stock exchanges on behalf of margin clients for onward adjustment of margin liabilities. Necessary payments to the designated bank account of BO will take place through BEFTN shortly. (end)  /////// 2022-08-30
........................................................................................................................EXCH  ////// DSENEWS: Transfer of securities of Beximco Synthetics Limited held by GI  ////// Transfer of securities of Beximco Synthetics Limited held by general investors to the stock exchanges under exit plan offer and others: This is to notify to all TREC Holder of DSE, CSE and Merchant Bankers that securities, held by the general investors who have accepted the offer to surrender the holdings under exit plan offer of Beximco Synthetics Limited, will be transferred to the BO account of stock exchange outside the trading system through CDBL. (cont.)  /////// 2022-08-30
........................................................................................................................EXCH  ////// DSENEWS: DSE Training News  ////// (Continuation of DSENEWS): Queries in this regard may be directed to the Academy at +8809666702070, Ext. nos. 1342, 1344, Cell no - 01700707562 or email at training@dse.com.bd. (end)  /////// 2022-08-30
........................................................................................................................EXCH  ////// DSENEWS: DSE Training News  ////// Training Program on "Asset Management: Mutual Funds/Collective Investment Scheme": Due to unavoidable circumstances, the program has been rescheduled to be held on September 12 to 14, 2022 at 2:30 pm to 5:00 pm instead of August 23 to 25, 2022. For registration and information, contact to DSE Training Academy, DSE Tower (level -13), Plot No - 46, Road No - 21, Nikunja - 02, Dhaka - 1229 with a fee of BDT. 3,000/- (three thousand taka) only (excluding-all Taxes). (cont.)  /////// 2022-08-30
........................................................................................................................EXCH  ////// DSENEWS: Commencement of ES of Navana Pharmaceuticals Limited by GP through ESS  ////// (Continuation of DSENEWS): from their consolidated customers' account based on total submitted application. Exchanges shall send the list of BO accounts who have applied in the IPO to the CDBL and CDBL shall verify the list of BO accounts provided by the Exchanges regarding investment of general applicants in listed securities. Please visit the following website for subscription related updates: https://www.essbangladesh.com. (end)  /////// 2022-08-30
........................................................................................................................EXCH  ////// DSENEWS: Commencement of ES of Navana Pharmaceuticals Limited by GP through ESS  ////// (Continuation of DSENEWS): The registered TREC Holders/ merchant bankers have to upload the IPO application file of General Public in the Electronic Subscription System (ESS) from 10:00 AM of September 20, 2022 to 5:30 PM of September 22, 2022 and make the full payment to DSE through Mercantile Bank Limited (A/C Name: Dhaka Stock Exchange Limited, A/C No.: 135413134079404) from September 20, 2022 to 2:00 PM of September 22, 2022 (during banking hour) (cont.3)  /////// 2022-08-30
........................................................................................................................EXCH  ////// DSENEWS: Commencement of ES of Navana Pharmaceuticals Limited by GP through ESS  ////// (Continuation of DSENEWS): (day-end) in matured listed securities at market price (between the close price of both Exchanges whichever is higher) which is in accordance with the BSEC consent letter to Navana Pharmaceuticals Limited (Ref: BSEC/CI/IPO-323/2022/853, dated June 19, 2022). Minimum and maximum amount allowed for subscription for General Public would be BDT 10,000 (ten thousand only). (cont.2)  /////// 2022-08-30
........................................................................................................................EXCH  ////// DSENEWS: Commencement of ES of Navana Pharmaceuticals Limited by GP through ESS  ////// Commencement of electronic subscription of Navana Pharmaceuticals Limited by General Public through Electronic Subscription System: The subscription for shares of Navana Pharmaceuticals Limited will be started from September 13, 2022 and continued till September 19, 2022. Minimum required investment for Resident Bangladeshi (RB) will be BDT 50,000 (fifty thousand only) and for Non-Resident Bangladeshi (NRB) will be BDT 100,000 (one lakh only) as on September 5, 2022 (cont.1)  /////// 2022-08-30
........................................................................................................................EXCH  ////// DSENEWS: Compliances and Awareness for Alert to Covid - 19  ////// (continuation news of DSENEWS): (6) Arrangement of hand sanitizer every time to enter office premise (employees, clients and visitors), (7) Arrangement of mask to provide to employees and clients in the brokerage house, (8) Discourage visitors to enter into the office, (9) Arrangement of virtual office for part of employees on rotation basis and (10) Avoid face to face meetings in the office and encourage telephone/video conference among the employees and clients. (end)  /////// 2022-08-30
........................................................................................................................EXCH  ////// DSENEWS: Compliances and Awareness for Alert to Covid - 19  ////// DSENEWS: All concerned are hereby informed that (1) Discourage clients for rushing in the brokerage house and encourage more for trading through mobile apps and other internet based devices, (2) No hand shake, (3) No hugging; (4) Maintain reasonable social distance (at least one meter), (4) Identifying employees and clients who is coughing or sneezing or with any suspicious symptoms, (5) Avoid touching eyes, nose, ears and mouth, (cont.)  /////// 2022-08-30
........................................................................................................................EXCH  ////// DSENEWS: Awareness message  ////// DSENEWS: All Stock Dealers, Stock Brokers and Authorized Representatives are asked to strictly follow the code of conduct as enumerated in the Second Schedule to the Securities and Exchange Commission (Stock Dealer, Stock Broker and Authorized Representative) Rules, 2000.  /////// 2022-08-30
........................................................................................................................EXCH  ////// DSENEWS: Awareness Message for Investors  ////// (Continuation of DSE News): If anyone spreads information based on rumor, using patent of DSE, he/she will be held liable under Copyright Act, 2000 and it shall be treated as punishable offence under Section-17 of the Securities and Exchange Ordinance, 1969. (end)  /////// 2022-08-30
........................................................................................................................EXCH  ////// DSENEWS: Awareness Message for Investors  ////// DSE does not publish market data through any social media pages. INVESTORS should not rely on any information from an unauthorized source such as Facebook, WhatsApp, Viber, Linkedin etc. (cont.)  /////// 2022-08-30
........................................................................................................................REGL  ////// BSEC NEWS: Awareness Message for Investors  ////// (Continuation of BSEC News - Awareness Message for Investors) 3. Do not pay any heed to rumors at the time of trading shares; it may cause loss to you. Even spreading rumor is legally prohibited. (Ref.: SEC letter no. SEC/SRMIC/2010/726 dated November 23, 2010). (end)  /////// 2022-08-30
........................................................................................................................REGL  ////// BSEC NEWS: Awareness Message for Investors  ////// Investors are requested to consider the following facts at the time of making investment decision in the Capital Market: 1. Without acquiring proper knowledge, information and experience regarding different aspects and matters of Capital Market, one should not invest in the Capital Market. 2. The gain or loss, whichever comes from the investment, it belongs to you. So, well - thought of investment decision based on knowledge and fundamentals of the securities may be real assistance to you. (cont.)  /////// 2022-08-30
........................................................................................................................EXCH  ////// DSENEWS: Greetings Message  ////// Honorable Investors, Good morning! Please make your investment decision based on Company fundamentals, technical analysis, price level and disclosed information. Avoid rumor-based speculations.  /////// 2022-08-30
........................................................................................................................BANKASIA  ////// BANKASIA: Elected of the Chairman  ////// The Company has informed that the Board of Directors has elected Mr. Romo Rouf Chowdhury as the Chairman of the Company.  /////// 2022-08-29
........................................................................................................................EXCH  ////// DSENEWS: Daily Turnover  ////// Today's (29.08.2022) Total Trades: 287,601; Volume: 426,943,351 and Turnover: Tk. 17,448.79 million.  /////// 2022-08-29
........................................................................................................................FEKDIL  ////// FEKDIL: Query Response  ////// In response to a DSE query, the Company has informed that there is no undisclosed price sensitive information of the Company for recent unusual price hike and increase in volume of shares.  /////// 2022-08-29
........................................................................................................................EXCH  ////// DSENEWS: Transfer of securities of Beximco Synthetics Limited held by GI  ////// (Continuation of DSENEWS): With reference to the BSEC letter No. BSEC/SRMIC/174/2020/342 dated August 16, 2022, TREC Holders and Merchant Bankers who have not yet applied, are requested to accept the offer and apply to the stock exchanges on behalf of margin clients for onward adjustment of margin liabilities. Necessary payments to the designated bank account of BO will take place through BEFTN shortly. (end)  /////// 2022-08-29
........................................................................................................................EXCH  ////// DSENEWS: Transfer of securities of Beximco Synthetics Limited held by GI  ////// Transfer of securities of Beximco Synthetics Limited held by general investors to the stock exchanges under exit plan offer and others: This is to notify to all TREC Holder of DSE, CSE and Merchant Bankers that securities, held by the general investors who have accepted the offer to surrender the holdings under exit plan offer of Beximco Synthetics Limited, will be transferred to the BO account of stock exchange outside the trading system through CDBL. (cont.)  /////// 2022-08-29
