Trading_code    News Title   News   Post Date
........................................................................................................................EXCH  ////// DSENEWS: CDBL News for the investors  ////// To get "FREE SMS & EMAIL Alert" for Debit/Credit of securities in BO account, BO account Opening/Closing, Changes in the BO account holders name, Bank A/C number, Bank name, Mobile number, E-mail address and "Monthly e-Statement" of BO account directly from CDBL, please update your Mobile number and Email address in your BO Account through your DP.  /////// 2022-03-31
........................................................................................................................JAMUNABANK  ////// JAMUNABANK: Price Limit Open  ////// There will be no price limit on the trading of the shares of the Company today (31.03.2022) following its corporate declaration.  /////// 2022-03-31
........................................................................................................................JAMUNABANK  ////// JAMUNABANK: Dividend Declaration  ////// (Continuation news of JAMUNABANK): Reason for deviation in EPS, NAV and NOCPS: EPS has decreased compared to previous year for keeping additional General Provision for COVID 19 as per circular issued by Bangladesh Bank. NAV has decreased compared to previous year due to reduction of revaluation reserve. NOCFPS has decreased compared to previous year due to increase of gap between collection of deposit and deployment of fund through advances over the previous year. (end)  /////// 2022-03-31
........................................................................................................................JAMUNABANK  ////// JAMUNABANK: Dividend Declaration  ////// (Continuation news of JAMUNABANK): The Company has also reported Consolidated EPS of Tk. 3.35, Consolidated NAV per share of Tk. 28.41 and Consolidated NOCFPS of Tk. 11.33 for the year ended December 31, 2021 as against Tk. 3.54, Tk. 32.06 and Tk. 14.98 respectively for the same period of the previous year. (cont. 2)  /////// 2022-03-31
........................................................................................................................JAMUNABANK  ////// JAMUNABANK: Dividend Declaration  ////// The Board of Directors has recommended 17.50% cash dividend for the year ended December 31, 2021. Date of AGM: 14.06.2022, Time: 11:00 AM, Venue: Hybrid system: physical presence and by using digital platform. i) Meeting Venue: HELMET (Hall-1), RAOWA Convention Hall, VIP Road, DOHS, Mohakhali, Dhaka. ii) Web-link for joining AGM through digital platform will be notified later on. Record date: 21.04.2022. (cont. 1)  /////// 2022-03-31
........................................................................................................................EXCH  ////// DSENEWS: No Registration is required for QI for trading in the secondary market  ////// (Continuation of DSENEWS): information (KYC) is preserved by them. 3. For further checking as to eligibility of QI's order, the trade data may be verified at the time of clearing and settlement through Clearing and Settlement (CNS) software of stock exchanges and stock exchanges will make a report (with warning to DPs) after trade hours based CNS's data and submit it to the Commission. (end)  /////// 2022-03-31
........................................................................................................................EXCH  ////// DSENEWS: No Registration is required for QI for trading in the secondary market  ////// (Continuation of DSENEWS): and accordingly Exchanges will ensure their trading facilities in the secondary platform. 2. At the time of accepting any buy or sell order for shares listed in SME platform, the respective DPs/brokerage houses will ensure the eligibility of Qualified Investors based on their available data in back-office software or OMS. Confirmation of QI is more preferable to implement at BROKER end through Order Management System (OMS) or back office system as investors' primary (cont. 3)  /////// 2022-03-31
........................................................................................................................EXCH  ////// DSENEWS: No Registration is required for QI for trading in the secondary market  ////// (Continuation of DSENEWS): through Electronic Subscription System (ESS) of the Exchanges based on data and information provided by CDBL and DP, without fees as per the latest issued Commission's Notification. However, the Qualified Investors for trading in the secondary market do not require registration in ESS further. The Central Depository Bangladesh Limited (CDBL) or Depository Participants (DP) will provide the list of the Qualified Investors on quarterly basis to the Exchanges (cont. 2)  /////// 2022-03-31
........................................................................................................................EXCH  ////// DSENEWS: No Registration is required for QI for trading in the secondary market  ////// No Registration is required for Qualified Investors (QIs) for trading in the secondary market: For the betterment of Small Capital Platform and to implement the BSEC notification no. BSEC/SRMIC/2021-206/69 dated February 17, 2022 regarding Qualified Investors of Small Capital Platform, BSEC has taken the following decisions: 1. In addition to existing registration process for the Qualified Investors (Qls) for applying the primary shares, the stock exchanges will register automatically (cont.1)  /////// 2022-03-31
........................................................................................................................BAN  ////// DSENEWS: Information for investors of Banco Securities Ltd.  ////// (Continuation of DSENEWS): respective clients are requested to submit complaints within May 15, 2022. Please note that after the stipulated time, no claim will be entertained and clients who have already submitted the claim earlier, need not apply again. For any query, please contact with Investor Complaints, Arbitration and Litigation Dept. of DSE (Telephone: 09666702070, Ext.- 1642, 1643, 1644 and 1645; Hot line: +88-01713276415. (end)  /////// 2022-03-31
........................................................................................................................BAN  ////// DSENEWS: Information for investors of Banco Securities Ltd.  ////// This is to notify all Hon'ble investors of Banco Securities Ltd. (DSE TREC # 063) that the Trade and DP operation of Banco Securities Ltd. has been suspended for the greater interest of the investors. In case of claim for share transmission through link BO accounts, you are requested to submit DPA6 report (collected from CDBL) and original copy of Form 16-1 & 16 -2 of CDBL after duly fill up along with signature. Moreover, in case of embezzlement of money or share or both, (cont.)  /////// 2022-03-31
........................................................................................................................TMH  ////// DSENEWS: Information for investors of Tamha Securities Ltd.  ////// (Continuation of DSENEWS): respective clients are requested to submit complaints within May 15, 2022. Please note that after the stipulated time, no claim will be entertained and clients who have already submitted the claim earlier, need not apply again. For any query, please contact with Investor Complaints, Arbitration and Litigation Dept. of DSE (Telephone: 09666702070, Ext.- 1642, 1643, 1644 and 1645; Hot line: +88-01713276415. (end)  /////// 2022-03-31
........................................................................................................................TMH  ////// DSENEWS: Information for investors of Tamha Securities Ltd.  ////// This is to notify all Hon'ble investors of Tamha Securities Ltd. (DSE TREC # 081) that the Trade and DP operation of Tamha Securities Ltd. has been suspended for the greater interest of the investors. In case of claim for share transmission through link BO accounts, you are requested to submit DPA6 report (collected from CDBL) and original copy of Form 16-1 & 16-2 of CDBL after duly fill up along with signature. Moreover, in case of embezzlement of money or share or both, (cont.)  /////// 2022-03-31
........................................................................................................................CRS  ////// DSENEWS: Information for investors of Crest Securities Ltd.  ////// (Continuation of DSENEWS): respective clients are requested to submit complaints within May 15, 2022. Please note that after the stipulated time, no claim will be entertained and clients who have already submitted the claim earlier, need not apply again. For any query, please contact with Investor Complaints, Arbitration and Litigation Dept. of DSE (Telephone: 09666702070, Ext.- 1642, 1643, 1644 and 1645; Hot line: +88-01713276415. (end)  /////// 2022-03-31
........................................................................................................................CRS  ////// DSENEWS: Information for investors of Crest Securities Ltd.  ////// This is to notify all Hon'ble investors of Crest Securities Ltd. (DSE TREC # 008) that the Trade and DP operation of Crest Securities Ltd. has been suspended for the greater interest of the investors. In case of claim for share transmission through link BO accounts, you are requested to submit DPA6 report (collected from CDBL) and original copy of Form 16-1 & 16-2 of CDBL after duly fill up along with signature. Moreover, in case of embezzlement of money or share or both, (cont.)  /////// 2022-03-31
........................................................................................................................JHRML  ////// JHRML: Q2 Financials  ////// (Continuation news of JHRML): Pre-IPO weighted average paid-up number of shares for 3 (three) months (October-December 2021) and 6 (six) months (July-December 2021) period ended 31 December 2021 was 90,000,000 which was same for the same period of the previous year and Post-IPO paid-up number of shares would be 125,294,120. (end)  /////// 2022-03-31
........................................................................................................................JHRML  ////// JHRML: Q2 Financials  ////// (Continuation news of JHRML): However, Post-IPO EPS would be BDT 0.93 for 6 (six) months (July-December 2021) period ended 31 December 2021. Pre-IPO Net Asset Value (NAV) per share (considering Pre-IPO paid up shares) would be BDT 32.78 as on 31 December 2021 and the same would be BDT 29.54 (considering Post-IPO paid up shares). (cont. 3)  /////// 2022-03-31
........................................................................................................................JHRML  ////// JHRML: Q2 Financials  ////// (Continuation news of JHRML): However, Post-IPO basic EPS for the 3 (three) months (October-December 2021) period ended 31 December 2021 would be BDT 0.48. Moreover, profit after tax is BDT 116.21 million and basic EPS of BDT 1.29 for the 6 (six) months (July-December 2021) period ended 31 December 2021 against profit after tax of BDT 109.21 million and basic EPS of BDT 1.21 for the same period of the previous year. (cont. 2)  /////// 2022-03-31
........................................................................................................................JHRML  ////// JHRML: Q2 Financials  ////// (Q2 Un-audited): As per un-audited Q2 financial statements, profit after tax is BDT 59.77 million and basic EPS of BDT 0.66 for the 3 (three) months (October-December 2021) period ended 31 December 2021 against profit after tax of BDT 54.60 million and basic EPS of BDT 0.61 for the same period of the previous year. (cont. 1)  /////// 2022-03-31
........................................................................................................................JHRML  ////// JHRML: Prohibition on providing loan facilities to purchase securities  ////// DSE NEWS: The Stock Brokers, Merchant Bankers and Portfolio Managers are requested to abstain from providing loan facilities to purchase securities of JMI Hospital Requisite Manufacturing Limited in between 1st to 30th trading days starting from today i.e. March 31, 2022 as per BSEC Directive No. BSEC/CMRRCD/2009-193/32 dated December 26, 2021.  /////// 2022-03-31
........................................................................................................................JHRML  ////// JHRML: Trading of New Security  ////// Trading of the shares of JMI Hospital Requisite Manufacturing Limited will commence at DSE from today i.e. March 31, 2022 under 'N' category. DSE Trading Code for JMI Hospital Requisite Manufacturing Limited is "JHRML" and DSE Company Code is 99644.  /////// 2022-03-31
........................................................................................................................EXCH  ////// DSENEWS: DSE Training News  ////// Training on "Financial Statement Analysis": The program has been rescheduled to be held on May 16 - 29, 2022 at 3:00 pm - 5:30 pm instead of March 20 - 31, 2022. For registration, contact to DSE Training Academy, with a fee of BDT 8,000.00 (excluding all taxes) only. Queries in this regard may be directed to the Academy at 01709656743 or email at training@dse.com.bd. N.B. Those who are already registered need not to register further.  /////// 2022-03-31
........................................................................................................................BXSYNTH  ////// BXSYNTH: BSEC's Consent for exit plan of ordinary shares  ////// BSEC's Consent-in principal for the exit plan of ordinary shares of Beximco Synthetics Limited: As per letter ref. No. BSEC-SMRIC/174/2020/466 dated December 30, 2021, Bangladesh Securities and Exchange Commission (BSEC) has accorded its consent-in-principle to the proposed exit plan of the securities of Beximco Synthetics Limited under condition No. 4(5) of the Directive No. BSEC/CMRRCD/2020-379/17/Admin /114 dated 28 December 2020.  /////// 2022-03-31
........................................................................................................................EXCH  ////// DSENEWS: Commencement of ES of Star Adhesives Ltd. through ESS under QIO:  ////// (Continuation of DSENEWS): of March 31, 2022 (during banking hour). Please visit the following website for subscription related updates: https: //www.essbangladesh.com. (end)  /////// 2022-03-31
........................................................................................................................EXCH  ////// DSENEWS: Commencement of ES of Star Adhesives Ltd. through ESS under QIO:  ////// (Continuation of DSENEWS): The Central Depository Bangladesh Limited (CDBL) shall send a report to the exchange regarding the holding of QIs in the listed securities and the exchange shall ensure the compliance in this regard. Participating QIs will be required to pay full subscription amount (100%) through Mercantile Bank Limited (A/C Name: Dhaka Stock Exchange Limited, A/C No.: 135413134079404) in between 10:00 a.m. of March 27, 2022 to 2:00 p.m. (cont.3)  /////// 2022-03-31
........................................................................................................................EXCH  ////// DSENEWS: Commencement of ES of Star Adhesives Ltd. through ESS under QIO:  ////// (Continuation of DSENEWS): Individual investors shall also be considered as Qualified Investor (QI) who allows to submit application through the Electronic Subscription System (ESS) of the exchange(s) shall maintain a minimum investment of BDT 2,000,000.00 (Twenty Lac only) at market price (the close price of both exchanges, whichever is higher) in matured listed securities as on March 16, 2022 (day-end). (cont.2)  /////// 2022-03-31
........................................................................................................................EXCH  ////// DSENEWS: Commencement of ES of Star Adhesives Ltd. through ESS under QIO:  ////// Commencement of electronic subscription of Star Adhesives Ltd. through electronic subscription system under Qualified Investor Offer (QIO): The subscription for shares of Star Adhesives Ltd. by the qualified investors through electronic subscription system under the fixed price method of the stock exchanges through Qualified Investor Offer (QIO) will be started from 10:00 a.m. of March 27, 2022 and continued till 5:30 p.m. of March 31, 2022 (round the clock). (cont.1)  /////// 2022-03-31
........................................................................................................................EXCH  ////// DSENEWS: Extension of ES period of AB Bank Per. Bond for EIs through ESS  ////// (Continuation of DSENEWS): Participating EIs will be required to pay full subscription amount (100%) and subscription fee of Tk. 3,000.00 (three thousand only) through Mercantile Bank Limited (A/C Name: Dhaka Stock Exchange Limited, A/C No.: 135413134079404) within 2:00 p.m. of May 22, 2022 (during banking hour). Please visit the following website for subscription related updates: https://www.essbangladesh.com. (end)  /////// 2022-03-31
........................................................................................................................EXCH  ////// DSENEWS: Extension of ES period of AB Bank Per. Bond by GP  ////// (Continuation of DSENEWS): to 5:00 PM of May 25, 2022 and make the full payment to DSE through Mercantile Bank Limited (A/C Name: Dhaka Stock Exchange Limited, A /C No.: 135413134079404) from May 23, 2022 to May 25, 2022 (during banking hour) from their consolidated customers' Account based on total submitted application. Please visit the following website for subscription related updates: https://www.essbangladesh.com. (end)  /////// 2022-03-31
........................................................................................................................EXCH  ////// DSENEWS: Extension of ES period of AB Bank Per. Bond by GP  ////// Extension of electronic subscription period of AB Bank Perpetual Bond by General Public: The subscription period of AB Bank Perpetual Bond for General Public has been extended up to May 22, 2022 as per BSEC letter no. BSEC/CI/DS-163/2021/730 dated February 16, 2022. The registered TREC Holders/merchant bankers have to upload the IPO file of General Public in the Electronic Subscription System (ESS) from 10:00 AM of May 23, 2022 (cont.)  /////// 2022-03-31
........................................................................................................................EXCH  ////// DSENEWS: Extension of ES period of AB Bank Per. Bond for EIs through ESS  ////// Extension of electronic subscription period of AB Bank Perpetual Bond for EIs through electronic subscription system: The subscription of AB Bank Perpetual Bond by the eligible investors (EIs) through electronic subscription system of the stock exchanges has been extended up to May 22, 2022 as per BSEC letter no. BSEC/CI/DS-163/2021/730 dated February 16, 2022. (cont.)  /////// 2022-03-31
........................................................................................................................EXCH  ////// DSENEWS: Compliances and Awareness for Alert to Covid - 19  ////// (continuation news of DSENEWS): (6) Arrangement of hand sanitizer every time to enter office premise (employees, clients and visitors), (7) Arrangement of mask to provide to employees and clients in the brokerage house, (8) Discourage visitors to enter into the office, (9) Arrangement of virtual office for part of employees on rotation basis and (10) Avoid face to face meetings in the office and encourage telephone/video conference among the employees and clients. (end)  /////// 2022-03-31
........................................................................................................................EXCH  ////// DSENEWS: Compliances and Awareness for Alert to Covid - 19  ////// DSENEWS: All concerned are hereby informed that (1) Discourage clients for rushing in the brokerage house and encourage more for trading through mobile apps and other internet based devices, (2) No hand shake, (3) No hugging; (4) Maintain reasonable social distance (at least one meter), (4) Identifying employees and clients who is coughing or sneezing or with any suspicious symptoms, (5) Avoid touching eyes, nose, ears and mouth, (cont.)  /////// 2022-03-31
........................................................................................................................EXCH  ////// DSENEWS: Awareness message  ////// DSENEWS: All Stock Dealers, Stock Brokers and Authorized Representatives are asked to strictly follow the code of conduct as enumerated in the Second Schedule to the Securities and Exchange Commission (Stock Dealer, Stock Broker and Authorized Representative) Rules, 2000.  /////// 2022-03-31
........................................................................................................................EXCH  ////// DSENEWS: Awareness Message for Investors  ////// (Continuation of DSE News): If anyone spreads information based on rumor, using patent of DSE, he/she will be held liable under Copyright Act, 2000 and it shall be treated as punishable offence under Section-17 of the Securities and Exchange Ordinance, 1969. (end)  /////// 2022-03-31
........................................................................................................................EXCH  ////// DSENEWS: Awareness Message for Investors  ////// DSE does not publish market data through any social media pages. INVESTORS should not rely on any information from an unauthorized source such as Facebook, WhatsApp, Viber, Linkedin etc. (cont.)  /////// 2022-03-31
........................................................................................................................REGL  ////// BSEC NEWS: Awareness Message for Investors  ////// (Continuation of BSEC News - Awareness Message for Investors) 3. Do not pay any heed to rumors at the time of trading shares; it may cause loss to you. Even spreading rumor is legally prohibited. (Ref.: SEC letter no. SEC/SRMIC/2010/726 dated November 23, 2010). (end)  /////// 2022-03-31
........................................................................................................................REGL  ////// BSEC NEWS: Awareness Message for Investors  ////// Investors are requested to consider the following facts at the time of making investment decision in the Capital Market: 1. Without acquiring proper knowledge, information and experience regarding different aspects and matters of Capital Market, one should not invest in the Capital Market. 2. The gain or loss, whichever comes from the investment, it belongs to you. So, well - thought of investment decision based on knowledge and fundamentals of the securities may be real assistance to you. (cont.)  /////// 2022-03-31
........................................................................................................................EXCH  ////// DSENEWS: Greetings Message  ////// Honorable Investors, Good morning! Please make your investment decision based on Company fundamentals, technical analysis, price level and disclosed information. Avoid rumor-based speculations.  /////// 2022-03-31
........................................................................................................................LAN  ////// DSENEWS: Withdrawal of Authorized Representative  ////// Withdrawal of Authorized Representative: LankaBangla Securities Ltd. (DSE TREC No. 132) has withdrawn one of its Authorized Representatives, Mr. Md. Rahmat Alamin Talash with immediate effect.  /////// 2022-03-30
........................................................................................................................ALLTEX  ////// ALLTEX: Prohibition on providing loan facilities to purchase securities  ////// DSE NEWS: The Stock Brokers and Merchant Bankers are requested to abstain from providing loan facilities to purchase security of Alltex Industries Ltd. in between 1st to 7th trading days after change of categorization, with effect from March 31, 2022 as per BSEC Directive No. BSEC/CMRRCD/2009-193/32 dated December 26, 2021.  /////// 2022-03-30
........................................................................................................................ESL  ////// DSENEWS: Withdrawal of Authorized Representative  ////// Withdrawal of Authorized Representative: E-Securities Ltd. (DSE TREC No. 66) has withdrawn one of its Authorized Representatives, Mr. Mohammed Main Uddin with immediate effect.  /////// 2022-03-30
........................................................................................................................MSL  ////// DSENEWS: Withdrawal of Authorized Representative  ////// Withdrawal of Authorized Representative: M-Securities Ltd. (DSE TREC No. 44) has withdrawn one of its Authorized Representatives, Mr. Md. Ariful Islam with immediate effect.  /////// 2022-03-30
........................................................................................................................ALLTEX  ////// ALLTEX: Category Change  ////// The Company will be placed in 'B' category from existing 'Z' category with effect from March 31, 2022 as the Company has reported disbursement of 1% interim cash dividend for general shareholders other than Sponsors and Directors except ICB based on 6 months financials for the period ended December 31, 2021.  /////// 2022-03-30
........................................................................................................................ALLTEX  ////// ALLTEX: Interim Dividend Disbursement  ////// The Company has informed that it has disbursed Interim Cash Dividend based on 6 months financials for the period ended December 31, 2021 to the respective shareholders.  /////// 2022-03-30
........................................................................................................................CNW  ////// CNW: Q2 Financials of JMI Hospital Requisite Manufacturing Ltd.  ////// (Continuation news of CNW: Q2 Financials of JMI Hospital Requisite Manufacturing Ltd.): Pre-IPO weighted average paid-up number of shares for 3 (three) months (October-December 2021) and 6 (six) months (July-December 2021) period ended 31 December 2021 was 90,000,000 which was same for the same period of the previous year and Post-IPO paid-up number of shares would be 125,294,120. (end)  /////// 2022-03-30
........................................................................................................................CNW  ////// CNW: Q2 Financials of JMI Hospital Requisite Manufacturing Ltd.  ////// (Continuation news of CNW: Q2 Financials of JMI Hospital Requisite Manufacturing Ltd.): However, Post-IPO EPS would be BDT 0.93 for 6 (six) months (July-December 2021) period ended 31 December 2021. Pre-IPO Net Asset Value (NAV) per share (considering Pre-IPO paid up shares) would be BDT 32.78 as on 31 December 2021 and the same would be BDT 29.54 (considering Post-IPO paid up shares). (cont. 3)  /////// 2022-03-30
........................................................................................................................CNW  ////// CNW: Q2 Financials of JMI Hospital Requisite Manufacturing Ltd.  ////// (Continuation news of CNW: Q2 Financials of JMI Hospital Requisite Manufacturing Ltd.): However, Post-IPO basic EPS for the 3 (three) months (October-December 2021) period ended 31 December 2021 would be BDT 0.48. Moreover, profit after tax is BDT 116.21 million and basic EPS of BDT 1.29 for the 6 (six) months (July-December 2021) period ended 31 December 2021 against profit after tax of BDT 109.21 million and basic EPS of BDT 1.21 for the same period of the previous year. (cont. 2)  /////// 2022-03-30
........................................................................................................................CNW  ////// CNW: Q2 Financials of JMI Hospital Requisite Manufacturing Ltd.  ////// JMI Hospital Requisite Manufacturing Ltd.: (Q2): As per un-audited Q2 financial statements, profit after tax is BDT 59.77 million and basic EPS of BDT 0.66 for the 3 (three) months (October-December 2021) period ended 31 December 2021 against profit after tax of BDT 54.60 million and basic EPS of BDT 0.61 for the same period of the previous year. (cont. 1)  /////// 2022-03-30
........................................................................................................................EXCH  ////// DSENEWS: Daily Turnover  ////// Today's (30.03.2022) Total Trades: 146,151; Volume: 167,122,052 and Turnover: Tk. 8,013.283 million.  /////// 2022-03-30
........................................................................................................................EXCH  ////// DSENEWS: Stock-Broker Registration  ////// Tristar Securities Ltd. (DSE TREC No. 259) has been issued Stock-Broker Registration Certificate No. Reg.-3.1/DSE-259/2022/593, dated February 09, 2022. The three digits ID of Tristar Securities Ltd. is TRI.  /////// 2022-03-30
........................................................................................................................RNSPIN  ////// RNSPIN: Resumption after record date  ////// Trading of the shares of the Company will resume on 31.03.2022 after record date.  /////// 2022-03-30
........................................................................................................................LINDEBD  ////// LINDEBD: Suspension for Record date  ////// Trading of the shares of the Company will remain suspended on record date i.e., 31.03.2022.  /////// 2022-03-30
