Trading_code    News Title   News   Post Date
........................................................................................................................SEMLLECMF  ////// SEMLLECMF: Weekly NAV  ////// On the close of operation on February 25, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 11.07 per unit on the basis of current market price and Tk. 12.33 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 553,624,043.50 on the basis of current market price and Tk. 616,338,639.75 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................VAMLRBBF  ////// VAMLRBBF: Weekly NAV  ////// On the close of operation on February 25, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 10.22 per unit on the basis of current market price and Tk. 10.99 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 1,622,203,050.51 on the basis of current market price and Tk. 1,745,126,252.88 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................VAMLBDMF1  ////// VAMLBDMF1: Weekly NAV  ////// On the close of operation on February 25, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 11.41 per unit on the basis of current market price and Tk. 11.54 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 1,190,077,813.46 on the basis of current market price and Tk. 1,204,320,474.57 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................ATCSLGF  ////// ATCSLGF: Weekly NAV  ////// On the close of operation on February 25, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 11.55 per unit on the basis of current market price and Tk. 11.80 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 713,728,076.00 on the basis of current market price and Tk. 729,286,625.00 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................ABB1STMF  ////// ABB1STMF: Weekly NAV  ////// On the close of operation on February 25, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 10.99 per unit on the basis of current market price and Tk. 11.83 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 2,627,431,582.00 on the basis of market price and Tk. 2,829,142,695.00 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................EBLNRBMF  ////// EBLNRBMF: Weekly NAV  ////// On the close of operation on February 25, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 11.11 per unit on the basis of current market price and Tk. 11.06 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 2,491,618,472.00 on the basis of market price and Tk. 2,481,332,536.00 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................PHPMF1  ////// PHPMF1: Weekly NAV  ////// On the close of operation on February 25, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 10.93 per unit on the basis of current market price and Tk. 11.17 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 3,080,043,869.00 on the basis of market price and Tk. 3,148,417,861.00 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................POPULAR1MF  ////// POPULAR1MF: Weekly NAV  ////// On the close of operation on February 25, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 10.99 per unit on the basis of current market price and Tk. 11.50 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 3,287,204,657.00 on the basis of market price and Tk. 3,440,610,993.00 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................FIRSTFIN  ////// FIRSTFIN: Date of pending 26th AGM  ////// The Company has informed that the pending 26th AGM for the year ended on December 31, 2018 will be held on March 21, 2021 at 11:30 AM. The AGM will be held on virtually by using Digital Platform. Record Date for pending 26th AGM was 23.07.2019 (Same as before). The Honorable High Court Division in Company Matter No. 236/2020 has allowed twelve weeks for holding AGMs for the year ended on December 31, 2018 along with the subsequent AGM for the year ended on December 31, 2019 starting from February 23, 2021.  /////// 2021-02-28
........................................................................................................................EXIM1STMF  ////// EXIM1STMF: Weekly NAV  ////// On the close of operation on February 25, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 11.14 per unit on the basis of current market price and Tk. 11.36 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 1,596,191,621.00 on the basis of market price and Tk. 1,626,709,786.00 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................FBFIF  ////// FBFIF: Weekly NAV  ////// On the close of operation on February 25, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 10.95 per unit on the basis of current market price and Tk. 11.01 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 8,502,378,279.00 on the basis of market price and Tk. 8,541,514,280.00 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................1JANATAMF  ////// 1JANATAMF: Weekly NAV  ////// On the close of operation on February 25, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 10.95 per unit on the basis of current market price and Tk. 11.53 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 3,175,842,314.00 on the basis of market price and Tk. 3,342,509,391.00 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................SALVOCHEM  ////// SALVOCHEM: Credit Rating Result  ////// Credit Rating Information and Services Limited (CRISL) has rated the Company as "BBB+" in the long term and "ST-3" in the short term along with a stable outlook in consideration of its audited financials up to June 30, 2020, unaudited financials up to December 31, 2020 and other relevant quantitative as well as qualitative information up to the date of rating declaration.  /////// 2021-02-28
........................................................................................................................IFIC1STMF  ////// IFIC1STMF: Weekly NAV  ////// On the close of operation on February 25, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 10.82 per unit on the basis of current market price and Tk. 11.23 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 1,970,175,390.00 on the basis of market price and Tk. 2,045,257,827.00 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................TRUSTB1MF  ////// TRUSTB1MF: Weekly NAV  ////// On the close of operation on February 25, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 11.24 per unit on the basis of current market price and Tk. 11.34 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 3,412,702,384.00 on the basis of market price and Tk. 3,443,650,915.00 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................EBL1STMF  ////// EBL1STMF: Weekly NAV  ////// On the close of operation on February 25, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 10.88 per unit on the basis of current market price and Tk. 11.27 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 1,574,726,715.00 on the basis of market price and Tk. 1,631,210,476.00 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................EXCH  ////// DSENEWS: NEWS for Stock Brokers of DSE and Merchant Bankers  ////// This is information for respective Stock Brokers of DSE and Merchant Bankers that the IPO result of Lub-rref (Bangladesh) Limited along with allotment letters in electronic form is available in the following link http://www.dsebd.org/IPO-Data-Transmission-Software.php. All concerned are requested to download the data by February 28, 2021 and also to take necessary actions within the stipulated time as per relevant conditions of BSEC's consent letter in this regard.  /////// 2021-02-28
........................................................................................................................ETL  ////// ETL: Decision to import of Brand New Capital Machinery  ////// The company has informed that Board of Directors of the company has taken a decision to import of Brand New Capital Machinery "Two stages with VSD screw air compressor with standard accessories and refrigerant air dryer with standard accessories" from Xin Green Trading (Xiamen) Co. Ltd., of China at an estimated cost of US$72,500.00. This is in order to increase the production capacity of the factory.  /////// 2021-02-28
........................................................................................................................ICBAGRANI1  ////// ICBAGRANI1: Weekly NAV  ////// On the close of operation on February 23, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 9.57 per unit on the basis of current market price and Tk. 11.02 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 939,589,631.28 on the basis of market price and Tk. 1,081,307,649.22 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................ICBSONALI1  ////// ICBSONALI1: Weekly NAV  ////// On the close of operation on February 23, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 8.82 per unit on the basis of current market price and Tk. 11.55 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 882,078,578.61 on the basis of market price and Tk. 1,155,301,372.40 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................IFILISLMF1  ////// IFILISLMF1: Weekly NAV  ////// On the close of operation on February 23, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 8.10 per unit on the basis of current market price and Tk. 10.98 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 810,127,094.53 on the basis of market price and Tk. 1,098,418,040.59 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................PF1STMF  ////// PF1STMF: Weekly NAV  ////// On the close of operation on February 23, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 8.06 per unit on the basis of current market price and Tk. 11.84 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 483,708,637.35 on the basis of market price and Tk. 710,326,542.31 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................ICB3RDNRB  ////// ICB3RDNRB: Weekly NAV  ////// On the close of operation on February 23, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 7.73 per unit on the basis of current market price and Tk. 11.62 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 773,292,505.97 on the basis of market price and Tk. 1,161,881,482.39 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................PRIME1ICBA  ////// PRIME1ICBA: Weekly NAV  ////// On the close of operation on February 23, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 8.48 per unit on the basis of current market price and Tk. 11.93 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 847,765,055.09 on the basis of market price and Tk. 1,192,637,910.70 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................ICBEPMF1S1  ////// ICBEPMF1S1: Weekly NAV  ////// On the close of operation on February 23, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 7.67 per unit on the basis of current market price and Tk. 11.80 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 575,414617.27 on the basis of market price and Tk. 884,675,946.24 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................ICBAMCL2ND  ////// ICBAMCL2ND: Weekly NAV  ////// On the close of operation on February 23, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 8.84 per unit on the basis of current market price and Tk. 13.47 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 441,898,497.78 on the basis of market price and Tk. 673,637,270.05 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................1STPRIMFMF  ////// 1STPRIMFMF: Weekly NAV  ////// On the close of operation on February 23, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 11.13 per unit on the basis of current market price and Tk. 17.54 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 222,559,513.72 on the basis of market price and Tk. 350,843,881.66 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................RELIANCE1  ////// RELIANCE1: Weekly NAV  ////// On the close of operation on February 25, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 13.22 per unit at current market price basis and Tk. 11.39 per unit at cost price basis against face value of Tk. 10.00 whereas Net Assets of the Fund stood at Tk. 799,979,833.00.  /////// 2021-02-28
........................................................................................................................GRAMEENS2  ////// GRAMEENS2: Weekly NAV  ////// On the close of operation on February 25, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 18.90 per unit at current market price basis and Tk. 11.17 per unit at cost price basis against face value of Tk. 10.00 whereas Net Assets of the Fund stood at Tk. 3,447,059,369.00.  /////// 2021-02-28
........................................................................................................................NCCBLMF1  ////// NCCBLMF1: Weekly NAV  ////// On the close of operation on February 25, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 11.40 per unit on the basis of current market price and Tk. 10.39 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 1,237,376,918.89 current market price and Tk. 1,127,387,992.25 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................LRGLOBMF1  ////// LRGLOBMF1: Weekly NAV  ////// On the close of operation on February 25, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 11.94 per unit on the basis of current market price and Tk. 11.09 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 3,713,766,863.94 on the basis of market price and Tk. 3,449,879,828.11 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................MBL1STMF  ////// MBL1STMF: Weekly NAV  ////// On the close of operation on February 25, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 11.98 per unit on the basis of current market price and Tk. 11.14 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 1,198,499,063.38 on the basis of market price and Tk. 1,114,224,534.87 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................AIBL1STIMF  ////// AIBL1STIMF: Weekly NAV  ////// On the close of operation on February 25, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 11.69 per unit on the basis of current market price and Tk. 11.22 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 1,168,778,492.50 on the basis of market price and Tk. 1,122,115,321.60 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................NLI1STMF  ////// NLI1STMF: Weekly NAV  ////// On the close of operation on February 25, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 14.24 per unit on the basis of current market price and Tk. 13.64 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 716,719,352.78 on the basis of market price and Tk. 686,366,672.14 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................SEBL1STMF  ////// SEBL1STMF: Weekly NAV  ////// On the close of operation on February 25, 2021, the Fund has reported Net Asset Value (NAV) of Tk. 13.41 per unit on the basis of current market price and Tk. 12.75 per unit on the basis of cost price against face value of Tk. 10.00 whereas total Net Assets of the Fund stood at Tk. 1,337,972,229.82 on the basis of market price and Tk. 1,272,362,765.71 on the basis of cost price after considering all assets and liabilities of the Fund.  /////// 2021-02-28
........................................................................................................................MBL1STMF  ////// MBL1STMF: Q3 Financials  ////// (Q3 Un-audited): EPU was Tk. 0.3640 for October-December 2020 as against Tk. (0.3186) for October-December 2019; EPU was Tk. 0.6155 for April-December 2020 as against Tk. (0.7308) for April-December 2019. NOCFPU was Tk. (0.42) for April-December 2020 as against Tk. 0.79 for April-December 2019. NAV per unit at market price was Tk. 11.58 as on December 31, 2020 and Tk. 9.22 as on March 31, 2020. NAV per unit at cost price was Tk. 9.83 as on December 31, 2020 and Tk. 9.48 as on March 31, 2020.  /////// 2021-02-28
........................................................................................................................MBL1STMF  ////// MBL1STMF: Q2 Financials  ////// (Q2 Un-audited): EPU was Tk. 0.2055 for July-September, 2020 as against Tk. (0.4116) for July-September, 2019; EPU was Tk. 0.2516 for April-September, 2020 as against Tk. (0.4122) for April-September, 2019. NOCFPU was Tk. (0.05) for April-September 2020 as against Tk. 0.54 for April-September 2019. NAV per unit at market price was Tk. 10.55 as on September 30, 2020 and Tk. 9.22 as on March 31, 2020. NAV per unit at cost price was Tk. 9.47 as on September 30, 2020 and Tk. 9.48 as on March 31, 2020.  /////// 2021-02-28
........................................................................................................................MBL1STMF  ////// MBL1STMF: Q1 Financials  ////// (Q1 Un-audited): EPU was Tk. 0.0460 for April -June 2020 as against Tk. (0.0006) for April -June 2019. NOCFPU was Tk. 0.03 for April -June 2020 as against Tk. (0.09) for April -June 2019. NAV per unit at market price was Tk. 9.26 as on June 30, 2020 and Tk. 9.22 as on March 31, 2020. NAV per unit at cost price was Tk. 9.44 as on June 30, 2020 and Tk. 9.48 as on March 31, 2020.  /////// 2021-02-28
........................................................................................................................AIBL1STIMF  ////// AIBL1STIMF: Q3 Financials  ////// (Q3 Un-audited): EPU was Tk. 0.3100 for October-December 2020 as against Tk. (0.3480) for October-December 2019; EPU was Tk. 1.0635 for April-December 2020 as against Tk. (0.2577) for April-December 2019. NOCFPU was Tk. 0.02 for April-December 2020 as against Tk. 1.12 for April-December 2019. NAV per unit at market price was Tk. 11.48 as on December 31, 2020 and Tk. 9.41 as on March 31, 2020. NAV per unit at cost price was Tk. 10.47 as on December 31, 2020 and Tk. 10.11 as on March 31, 2020.  /////// 2021-02-28
........................................................................................................................AIBL1STIMF  ////// AIBL1STIMF: Q2 Financials  ////// (Q2 Un-audited): EPU was Tk. 0.6712 for July-September 2020 as against Tk. 0.1265 for July-September 2019; EPU was Tk. 0.7535 for April-September 2020 as against Tk. 0.0903 for April-September 2019. NOCFPU was Tk. 0.03 for April-September 2020 as against Tk. 0.67 for April-September 2019. NAV per unit at market price was Tk. 10.52 as on September 30, 2020 and Tk. 9.41 as on March 31, 2020. NAV per unit at cost price was Tk. 10.16 as on September 30, 2020 and Tk. 10.11 as on March 31, 2020.  /////// 2021-02-28
........................................................................................................................AIBL1STIMF  ////// AIBL1STIMF: Q1 Financials  ////// (Q1 Un-audited): EPU was Tk. 0.0823 for April-June 2020 as against Tk. (0.0362) for April-June 2019. NOCFPU was Tk. 0.03 for April-June 2020 as against Tk. 0.36 for April-June 2019. NAV per unit at market price was Tk. 9.49 as on June 30, 2020 and Tk. 9.41 as on March 31, 2020. NAV per unit at cost price was Tk. 10.13 as on June 30, 2020 and Tk. 10.11 as on March 31, 2020.  /////// 2021-02-28
........................................................................................................................EXCH  ////// DSENEWS: Reschedule of Commencement of Bidding of Baraka Patenga Power Limited  ////// (Continuation of DSENEWS): The City Bank Limited (A/C Name: Dhaka Stock Exchange Limited, A/C No.:1121063938001) in between 10:00 a.m. of February 22, 2021 to 2:00 p.m. of February 25, 2021 (during banking hour). Please visit the following website for bidding related updates: https://www.essbangladesh.com. (end)  /////// 2021-02-28
........................................................................................................................EXCH  ////// DSENEWS: Reschedule of Commencement of Bidding of Baraka Patenga Power Limited  ////// (Continuation of DSENEWS): with the BSEC consent letter to Baraka Patenga Power Limited. The Central Depository Bangladesh Limited (CDBL) shall send a report to the exchange regarding holding of EIs in listed securities and the exchange shall ensure the compliance in this regard. Participating EIs will be required to pay full bid amount (100%) and bidding fee BDT 5,000.00 (five thousand only) through (Cont.4)  /////// 2021-02-28
........................................................................................................................EXCH  ////// DSENEWS: Reschedule of Commencement of Bidding of Baraka Patenga Power Limited  ////// (Continuation of DSENEWS): other Els of BDT 1,00,00,000 (one crore only) at market price in listed securities as on February 11, 2021 (day-end) as per Rule 2(1)(e) of the Bangladesh Securities and Exchange Commission (Public Issue) Rules, 2015; which is in accordance with the BSEC consent letter to Baraka Patenga Power Limited Ref: BSEC/CI/BB-15/2018/305 dated 11 January, 2021.The minimum bidding value shall be BDT 50 (fifty) lakh which is in accordance (Cont.3)  /////// 2021-02-28
........................................................................................................................EXCH  ////// DSENEWS: Reschedule of Commencement of Bidding of Baraka Patenga Power Limited  ////// (Continuation of DSENEWS): for Eligible Investors through Electronic Subscription System (ESS) of the Exchanges will start at 10:30 a.m. on February 28, 2021 and continue till 10:30 a.m. on March 02, 2021. Each Eligible Investor (EI) who intends to submit application through the Electronic Subscription System (ESS) of the exchange(s) shall maintain a minimum investment of BDT 50,00,000 (fifty lakh only) for approved pension funds, recognized provident funds and approved gratuity funds and (Cont.2)  /////// 2021-02-28
........................................................................................................................EXCH  ////// DSENEWS: Reschedule of Commencement of Bidding of Baraka Patenga Power Limited  ////// Reschedule of Commencement of Bidding of Baraka Patenga Power Limited through Book Building Method: The bidding period for Eligible Investors to determine the cut-off price of shares of Baraka Patenga Power Limited through Electronic Subscription System (ESS) of the Exchanges will commence from 5:00 p.m. on February 22, 2021 and will continue till 5:00 p.m. on February 25, 2021 (round the clock) and valuation report submission period (Cont.1)  /////// 2021-02-28
........................................................................................................................EXCH  ////// DSENEWS: Compliances and Awareness for Alert to Covid - 19  ////// (continuation news of DSENEWS): (6) Arrangement of hand sanitizer every time to enter office premise (employees, clients and visitors), (7) Arrangement of mask to provide to employees and clients in the brokerage house, (8) Discourage visitors to enter into the office, (9) Arrangement of virtual office for part of employees on rotation basis and (10) Avoid face to face meetings in the office and encourage telephone/video conference among the employees and clients. (end)  /////// 2021-02-28
........................................................................................................................EXCH  ////// DSENEWS: Compliances and Awareness for Alert to Covid - 19  ////// DSENEWS: All concerned are hereby informed that (1) Discourage clients for rushing in the brokerage house and encourage more for trading through mobile apps and other internet based devices, (2) No hand shake, (3) No hugging; (4) Maintain reasonable social distance (at least one meter), (4) Identifying employees and clients who is coughing or sneezing or with any suspicious symptoms, (5) Avoid touching eyes, nose, ears and mouth, (cont.)  /////// 2021-02-28
........................................................................................................................EXCH  ////// DSENEWS: Awareness message  ////// DSENEWS: All Stock Dealers, Stock Brokers and Authorized Representatives are asked to strictly follow the code of conduct as enumerated in the Second Schedule to the Securities and Exchange Commission (Stock Dealer, Stock Broker and Authorized Representative) Rules, 2000.  /////// 2021-02-28
........................................................................................................................EXCH  ////// DSENEWS: Legal Authorization regarding placing any sale order  ////// DSENEWS: All Stock Brokers are requested to ensure due authorization from their clients, like sale orders, CDBL Pay-In form etc. before placing any sale order into the system.  /////// 2021-02-28
........................................................................................................................EXCH  ////// DSENEWS: Awareness Message for Investors  ////// (Continuation of DSE News): If anyone spreads information based on rumor, using patent of DSE, he/she will be held liable under Copyright Act, 2000 and it shall be treated as punishable offence under Section-17 of the Securities and Exchange Ordinance, 1969. (end)  /////// 2021-02-28
........................................................................................................................EXCH  ////// DSENEWS: Awareness Message for Investors  ////// DSE does not publish market data through any social media pages. INVESTORS should not rely on any information from an unauthorized source such as Facebook, WhatsApp, Viber, Linkedin etc. (cont.)  /////// 2021-02-28
........................................................................................................................REGL  ////// BSEC NEWS: Awareness Message for Investors  ////// (Continuation of BSEC News - Awareness Message for Investors) 3. Do not pay any heed to rumors at the time of trading shares; it may cause loss to you. Even spreading rumor is legally prohibited. (Ref.: SEC letter no. SEC/SRMIC/2010/726 dated November 23, 2010). (end)  /////// 2021-02-28
